1 1|A a:39 b:1 c:77 d:2 e:38 f:0 g:38 h:38 i:0
1 1|A a:43 b:1 c:77 d:0 e:42 f:0 g:34 h:35 i:2
5 5|A a:107 b:-2 c:108 d:-2 e:70 f:-28 g:1 h:38 i:38
1 1|A a:55 b:-1 c:81 d:-6 e:54 f:-8 g:26 h:27 i:0
1 1|A a:41 b:0 c:106 d:0 e:38 f:-28 g:64 h:67 i:2
1 1|A a:58 b:-4 c:85 d:0 e:56 f:0 g:28 h:28 i:0
1 1|A a:37 b:0 c:76 d:0 e:34 f:13 g:39 h:42 i:4
1 1|A a:42 b:-1 c:78 d:0 e:42 f:0 g:36 h:37 i:2
1 1|A a:42 b:5 c:82 d:0 e:42 f:0 g:40 h:41 i:0
1 1|A a:53 b:0 c:103 d:-1 e:52 f:-17 g:50 h:51 i:2
1 1|A a:42 b:2 c:75 d:0 e:42 f:0 g:33 h:34 i:0
1 1|A a:37 b:4 c:106 d:0 e:18 f:0 g:68 h:88 i:20
1 1|A a:49 b:-1 c:81 d:0 e:50 f:5 g:33 h:32 i:0
1 1|A a:46 b:0 c:77 d:5 e:46 f:0 g:31 h:30 i:0
4 4|A a:56 b:4 c:95 d:0 e:44 f:26 g:40 h:51 i:12
1 1|A a:41 b:1 c:107 d:0 e:38 f:-7 g:66 h:68 i:2
4 4|A a:56 b:0 c:77 d:0 e:10 f:5 g:22 h:67 i:46
1 1|A a:37 b:0 c:76 d:-2 e:26 f:1 g:39 h:50 i:12
1 1|A a:44 b:-4 c:77 d:0 e:44 f:4 g:34 h:34 i:0
1 1|A a:49 b:-2 c:83 d:0 e:50 f:0 g:34 h:34 i:0
4 4|A a:56 b:0 c:78 d:0 e:12 f:19 g:22 h:65 i:42
1 1|A a:52 b:2 c:81 d:0 e:52 f:0 g:29 h:29 i:0
1 1|A a:37 b:0 c:77 d:0 e:2 f:-11 g:40 h:75 i:34
4 4|A a:55 b:0 c:82 d:0 e:-24 f:-16 g:26 h:108 i:82
1 1|A a:37 b:0 c:83 d:0 e:6 f:-5 g:47 h:78 i:32
4 4|A a:55 b:0 c:95 d:0 e:46 f:27 g:40 h:49 i:8
1 1|A a:46 b:4 c:77 d:0 e:44 f:-21 g:32 h:34 i:2
1 1|A a:51 b:1 c:81 d:0 e:52 f:12 g:29 h:29 i:0
1 1|A a:37 b:0 c:106 d:0 e:28 f:-9 g:69 h:78 i:8
1 1|A a:54 b:3 c:83 d:-3 e:54 f:0 g:29 h:29 i:0
5 5|A a:102 b:0 c:103 d:0 e:72 f:24 g:1 h:31 i:30
1 1|A a:62 b:0 c:109 d:0 e:62 f:23 g:48 h:47 i:0
4 4|A a:55 b:0 c:93 d:0 e:50 f:25 g:37 h:44 i:6
1 1|A a:44 b:0 c:82 d:1 e:44 f:1 g:38 h:38 i:0
1 1|A a:45 b:4 c:87 d:-1 e:44 f:0 g:42 h:43 i:2
1 1|A a:45 b:0 c:81 d:0 e:44 f:-3 g:36 h:37 i:2
4 4|A a:56 b:0 c:77 d:0 e:20 f:-28 g:22 h:57 i:36
1 1|A a:37 b:-1 c:76 d:-3 e:20 f:-7 g:39 h:55 i:16
4 4|A a:56 b:0 c:79 d:0 e:12 f:11 g:23 h:66 i:42
1 1|A a:45 b:0 c:88 d:2 e:44 f:0 g:44 h:44 i:0
1 1|A a:44 b:0 c:87 d:-5 e:44 f:0 g:43 h:43 i:0
1 1|A a:37 b:-3 c:77 d:0 e:38 f:8 g:39 h:38 i:0
1 1|A a:37 b:0 c:77 d:1 e:20 f:0 g:40 h:56 i:16
1 1|A a:37 b:-15 c:78 d:0 e:10 f:0 g:42 h:68 i:26
1 1|A a:56 b:1 c:80 d:0 e:56 f:1 g:24 h:23 i:0
1 1|A a:47 b:-4 c:86 d:0 e:46 f:0 g:39 h:39 i:0
1 1|A a:49 b:-4 c:107 d:-1 e:50 f:0 g:58 h:58 i:0
1 1|A a:57 b:0 c:82 d:0 e:56 f:0 g:25 h:25 i:0
1 1|A a:41 b:1 c:108 d:0 e:42 f:10 g:66 h:66 i:0
1 1|A a:37 b:0 c:79 d:0 e:10 f:13 g:42 h:68 i:26
1 1|A a:62 b:-2 c:108 d:0 e:60 f:0 g:45 h:48 i:2
1 1|A a:43 b:0 c:86 d:0 e:44 f:21 g:43 h:42 i:0
1 1|A a:55 b:0 c:87 d:-1 e:56 f:18 g:32 h:30 i:0
1 1|A a:47 b:-1 c:86 d:-2 e:46 f:0 g:39 h:39 i:0
1 1|A a:45 b:-4 c:81 d:1 e:44 f:-21 g:36 h:37 i:2
1 1|A a:57 b:0 c:88 d:-1 e:56 f:0 g:31 h:31 i:0
1 1|A a:37 b:0 c:76 d:0 e:30 f:-23 g:40 h:45 i:6
1 1|A a:41 b:-1 c:100 d:0 e:42 f:0 g:59 h:59 i:0
1 1|A a:49 b:-1 c:79 d:0 e:50 f:1 g:30 h:30 i:0
1 1|A a:37 b:0 c:104 d:-2 e:16 f:-14 g:67 h:89 i:22
4 4|A a:55 b:0 c:92 d:0 e:30 f:-7 g:37 h:61 i:24
5 5|A a:107 b:-2 c:108 d:-1 e:70 f:-23 g:1 h:38 i:38
4 4|A a:55 b:0 c:98 d:-3 e:50 f:18 g:42 h:49 i:6
1 1|A a:56 b:3 c:85 d:0 e:56 f:23 g:29 h:28 i:0
1 1|A a:44 b:2 c:83 d:0 e:44 f:9 g:39 h:39 i:0
1 1|A a:49 b:-1 c:86 d:0 e:50 f:4 g:37 h:37 i:0
1 1|A a:37 b:0 c:78 d:0 e:8 f:21 g:41 h:70 i:30
5 5|A a:106 b:0 c:107 d:-5 e:70 f:0 g:1 h:37 i:36
1 1|A a:37 b:0 c:78 d:0 e:12 f:-9 g:41 h:65 i:24
1 1|A a:43 b:0 c:102 d:0 e:44 f:15 g:59 h:58 i:0
1 1|A a:56 b:0 c:92 d:0 e:56 f:0 g:36 h:35 i:0
1 1|A a:42 b:0 c:79 d:6 e:42 f:0 g:36 h:37 i:2
1 1|A a:37 b:0 c:93 d:-7 e:12 f:0 g:55 h:80 i:24
1 1|A a:66 b:0 c:109 d:0 e:68 f:4 g:43 h:42 i:0
1 1|A a:39 b:0 c:79 d:-1 e:38 f:-2 g:41 h:41 i:0
1 1|A a:37 b:0 c:79 d:3 e:8 f:0 g:42 h:71 i:30
5 5|A a:84 b:1 c:87 d:0 e:-4 f:0 g:3 h:92 i:88
1 1|A a:51 b:-4 c:86 d:0 e:52 f:17 g:35 h:34 i:0
1 1|A a:52 b:-3 c:84 d:0 e:52 f:0 g:31 h:32 i:0
1 1|A a:49 b:0 c:95 d:0 e:46 f:-6 g:47 h:49 i:2
1 1|A a:37 b:0 c:95 d:0 e:18 f:22 g:58 h:77 i:20
1 1|A a:50 b:-3 c:81 d:0 e:50 f:0 g:31 h:32 i:2
1 1|A a:44 b:0 c:81 d:2 e:42 f:-12 g:37 h:39 i:2
1 1|A a:37 b:0 c:76 d:0 e:20 f:-20 g:40 h:55 i:16
1 1|A a:45 b:0 c:82 d:0 e:44 f:-11 g:37 h:38 i:2
1 1|A a:37 b:0 c:78 d:0 e:2 f:-24 g:42 h:75 i:34
1 1|A a:43 b:0 c:81 d:-7 e:42 f:0 g:38 h:40 i:2
1 1|A a:41 b:-1 c:81 d:0 e:42 f:0 g:39 h:39 i:0
4 4|A a:55 b:0 c:82 d:0 e:-38 f:-6 g:26 h:121 i:94
1 1|A a:45 b:-1 c:88 d:0 e:44 f:0 g:44 h:44 i:0
1 1|A a:37 b:0 c:106 d:0 e:34 f:-12 g:69 h:72 i:4
1 1|A a:45 b:0 c:79 d:0 e:46 f:5 g:34 h:33 i:0
1 1|A a:37 b:0 c:79 d:0 e:10 f:224 g:42 h:69 i:26
5 5|A a:76 b:0 c:81 d:8 e:-40 f:9 g:5 h:122 i:116
1 1|A a:44 b:-1 c:85 d:0 e:44 f:3 g:41 h:41 i:0
1 1|A a:43 b:-1 c:76 d:0 e:44 f:19 g:32 h:32 i:0
4 4|A a:56 b:-2 c:97 d:2 e:42 f:-16 g:41 h:56 i:14
1 1|A a:56 b:2 c:88 d:0 e:54 f:-5 g:32 h:33 i:2
1 1|A a:48 b:0 c:81 d:-4 e:46 f:0 g:32 h:34 i:2
1 1|A a:55 b:1 c:77 d:0 e:54 f:0 g:23 h:23 i:0
1 1|A a:37 b:2 c:97 d:0 e:34 f:-2 g:60 h:64 i:4
4 4|A a:55 b:0 c:78 d:-1 e:0 f:-3 g:23 h:78 i:56
4 4|A a:56 b:0 c:96 d:4 e:34 f:0 g:40 h:62 i:22
1 1|A a:44 b:0 c:86 d:0 e:42 f:-19 g:42 h:44 i:2
4 4|A a:55 b:-4 c:96 d:0 e:50 f:0 g:41 h:47 i:6
1 1|A a:37 b:0 c:78 d:0 e:-2 f:4 g:42 h:81 i:40
1 1|A a:49 b:1 c:95 d:-3 e:50 f:0 g:46 h:46 i:0
1 1|A a:37 b:0 c:95 d:1 e:10 f:0 g:58 h:84 i:26
1 1|A a:44 b:0 c:99 d:-1 e:42 f:-16 g:56 h:58 i:2
5 5|A a:107 b:-4 c:108 d:0 e:70 f:0 g:1 h:38 i:36
1 1|A a:37 b:0 c:77 d:0 e:26 f:-7 g:41 h:52 i:10
1 1|A a:56 b:0 c:86 d:1 e:56 f:0 g:31 h:30 i:0
4 4|A a:56 b:0 c:76 d:0 e:-12 f:-19 g:20 h:89 i:68
1 1|A a:42 b:0 c:80 d:-7 e:42 f:0 g:38 h:39 i:0
1 1|A a:37 b:0 c:76 d:0 e:36 f:3 g:39 h:39 i:0
5 5|A a:80 b:1 c:84 d:0 e:-28 f:0 g:4 h:112 i:108
1 1|A a:45 b:3 c:79 d:0 e:44 f:-2 g:34 h:35 i:2
1 1|A a:43 b:0 c:89 d:5 e:42 f:0 g:46 h:48 i:2
1 1|A a:44 b:1 c:86 d:0 e:44 f:4 g:43 h:42 i:0
1 1|A a:50 b:-1 c:86 d:0 e:50 f:-1 g:36 h:37 i:0
1 1|A a:51 b:-1 c:86 d:0 e:50 f:-6 g:36 h:37 i:2
1 1|A a:45 b:-1 c:78 d:-6 e:46 f:14 g:33 h:32 i:0
1 1|A a:46 b:0 c:86 d:0 e:46 f:4 g:41 h:40 i:0
1 1|A a:37 b:0 c:83 d:0 e:30 f:-23 g:46 h:52 i:6
1 1|A a:42 b:5 c:84 d:1 e:42 f:0 g:42 h:43 i:0
1 1|A a:56 b:0 c:89 d:0 e:56 f:0 g:33 h:32 i:0
1 1|A a:37 b:0 c:79 d:-5 e:26 f:0 g:43 h:54 i:10
1 1|A a:42 b:-1 c:88 d:0 e:42 f:0 g:45 h:46 i:2
1 1|A a:37 b:0 c:75 d:0 e:20 f:5 g:38 h:54 i:16
1 1|A a:37 b:0 c:96 d:0 e:18 f:-29 g:59 h:78 i:18
5 5|A a:85 b:0 c:89 d:0 e:6 f:26 g:4 h:84 i:80
4 4|A a:56 b:0 c:96 d:-2 e:52 f:-1 g:40 h:44 i:4
1 1|A a:53 b:0 c:84 d:0 e:54 f:11 g:32 h:30 i:0
4 4|A a:56 b:0 c:79 d:-1 e:6 f:-3 g:23 h:74 i:50
1 1|A a:37 b:0 c:81 d:0 e:24 f:-18 g:44 h:57 i:14
1 1|A a:37 b:0 c:77 d:5 e:26 f:0 g:40 h:51 i:10
1 1|A a:41 b:0 c:76 d:0 e:42 f:25 g:35 h:35 i:0
1 1|A a:41 b:-5 c:88 d:0 e:42 f:10 g:47 h:46 i:0
1 1|A a:45 b:-4 c:107 d:0 e:44 f:-19 g:62 h:63 i:2
1 1|A a:56 b:0 c:107 d:0 e:56 f:26 g:51 h:50 i:0
1 1|A a:49 b:1 c:106 d:0 e:46 f:-3 g:58 h:60 i:2
1 1|A a:45 b:1 c:86 d:-3 e:44 f:0 g:40 h:42 i:2
1 1|A a:50 b:-2 c:81 d:-6 e:50 f:-8 g:32 h:32 i:0
1 1|A a:48 b:-2 c:95 d:0 e:46 f:-3 g:47 h:49 i:2
4 4|A a:56 b:0 c:97 d:-2 e:52 f:1 g:41 h:45 i:4
4 4|A a:56 b:0 c:93 d:2 e:46 f:0 g:37 h:46 i:10
1 1|A a:37 b:0 c:83 d:-1 e:18 f:0 g:47 h:65 i:18
1 1|A a:41 b:0 c:82 d:0 e:38 f:-21 g:41 h:43 i:2
4 4|A a:55 b:0 c:77 d:1 e:-18 f:8 g:21 h:95 i:74
1 1|A a:62 b:0 c:109 d:0 e:62 f:11 g:48 h:47 i:0
4 4|A a:56 b:0 c:97 d:0 e:52 f:21 g:41 h:46 i:4
1 1|A a:43 b:-2 c:77 d:0 e:42 f:-16 g:34 h:36 i:2
1 1|A a:50 b:0 c:110 d:1 e:50 f:0 g:60 h:61 i:2
1 1|A a:37 b:0 c:77 d:0 e:34 f:-2 g:40 h:44 i:4
1 1|A a:48 b:-4 c:79 d:0 e:46 f:0 g:31 h:33 i:2
1 1|A a:37 b:0 c:77 d:0 e:0 f:-10 g:40 h:77 i:36
1 1|A a:49 b:1 c:78 d:0 e:50 f:14 g:29 h:29 i:0
1 1|A a:55 b:1 c:81 d:0 e:54 f:0 g:27 h:27 i:0
1 1|A a:58 b:3 c:81 d:-5 e:56 f:0 g:24 h:24 i:0
1 1|A a:37 b:0 c:81 d:5 e:34 f:1 g:43 h:47 i:4
1 1|A a:46 b:-2 c:93 d:3 e:46 f:5 g:47 h:46 i:0
1 1|A a:41 b:-3 c:78 d:0 e:42 f:12 g:37 h:37 i:0
1 1|A a:46 b:5 c:86 d:0 e:46 f:7 g:40 h:39 i:0
1 1|A a:56 b:0 c:96 d:0 e:54 f:14 g:40 h:42 i:2
1 1|A a:42 b:-3 c:99 d:0 e:42 f:0 g:57 h:58 i:2
1 1|A a:45 b:-3 c:85 d:-1 e:44 f:0 g:41 h:41 i:0
1 1|A a:41 b:0 c:81 d:0 e:42 f:17 g:40 h:39 i:0
1 1|A a:46 b:0 c:88 d:0 e:44 f:-26 g:42 h:44 i:2
5 5|A a:80 b:-4 c:84 d:0 e:-14 f:0 g:4 h:99 i:96
5 5|A a:85 b:0 c:88 d:1 e:-2 f:0 g:3 h:91 i:88
1 1|A a:37 b:0 c:75 d:0 e:26 f:23 g:38 h:49 i:12
1 1|A a:56 b:-1 c:96 d:0 e:54 f:3 g:40 h:42 i:2
4 4|A a:55 b:0 c:78 d:0 e:6 f:-31 g:23 h:73 i:50
4 4|A a:55 b:-1 c:79 d:-6 e:20 f:-20 g:24 h:59 i:34
1 1|A a:41 b:2 c:86 d:5 e:42 f:10 g:45 h:45 i:0
1 1|A a:37 b:0 c:77 d:0 e:26 f:-2 g:41 h:52 i:10
5 5|A a:83 b:0 c:86 d:0 e:-6 f:-21 g:3 h:94 i:90
4 4|A a:56 b:1 c:77 d:0 e:16 f:-1 g:22 h:62 i:40
1 1|A a:41 b:-2 c:81 d:0 e:42 f:6 g:40 h:39 i:0
4 4|A a:55 b:0 c:78 d:0 e:24 f:-24 g:23 h:55 i:32
1 1|A a:44 b:-3 c:86 d:0 e:44 f:0 g:42 h:42 i:0
1 1|A a:44 b:2 c:84 d:0 e:44 f:15 g:40 h:40 i:0
1 1|A a:44 b:0 c:76 d:1 e:44 f:8 g:32 h:32 i:0
1 1|A a:37 b:0 c:77 d:0 e:28 f:511 g:40 h:48 i:8
1 1|A a:37 b:0 c:81 d:0 e:24 f:-5 g:44 h:57 i:14
1 1|A a:44 b:3 c:76 d:0 e:44 f:12 g:32 h:32 i:0
1 1|A a:37 b:0 c:77 d:-1 e:34 f:2 g:40 h:43 i:4
1 1|A a:37 b:0 c:79 d:0 e:36 f:-8 g:42 h:43 i:2
1 1|A a:54 b:-1 c:82 d:0 e:54 f:0 g:28 h:28 i:0
1 1|A a:49 b:0 c:95 d:2 e:50 f:1 g:46 h:46 i:0
1 1|A a:37 b:0 c:76 d:0 e:28 f:24 g:39 h:48 i:8
1 1|A a:44 b:1 c:86 d:0 e:44 f:22 g:42 h:42 i:0
1 1|A a:45 b:0 c:77 d:0 e:44 f:-14 g:32 h:34 i:2
1 1|A a:42 b:-2 c:85 d:0 e:42 f:0 g:43 h:44 i:0
1 1|A a:51 b:0 c:83 d:0 e:52 f:9 g:32 h:32 i:0
1 1|A a:37 b:0 c:78 d:-4 e:28 f:0 g:41 h:50 i:8
1 1|A a:42 b:0 c:78 d:-3 e:42 f:0 g:37 h:37 i:0
4 4|A a:55 b:0 c:96 d:1 e:42 f:-5 g:41 h:55 i:14
1 1|A a:47 b:0 c:76 d:7 e:46 f:0 g:30 h:30 i:0
1 1|A a:57 b:0 c:82 d:5 e:56 f:0 g:25 h:25 i:0
1 1|A a:56 b:0 c:95 d:0 e:54 f:1 g:39 h:41 i:2
4 4|A a:55 b:0 c:82 d:0 e:-12 f:-13 g:26 h:95 i:68
4 4|A a:56 b:5 c:80 d:0 e:-2 f:4 g:24 h:83 i:58
5 5|A a:105 b:0 c:106 d:-3 e:72 f:8 g:1 h:34 i:34
1 1|A a:56 b:0 c:82 d:0 e:56 f:27 g:26 h:25 i:0
1 1|A a:45 b:0 c:77 d:0 e:46 f:31 g:31 h:30 i:0
1 1|A a:57 b:0 c:81 d:3 e:56 f:0 g:24 h:24 i:0
1 1|A a:59 b:0 c:86 d:0 e:60 f:3 g:28 h:27 i:0
4 4|A a:55 b:1 c:96 d:4 e:50 f:0 g:41 h:47 i:6
1 1|A a:37 b:0 c:81 d:0 e:20 f:6 g:44 h:60 i:16
1 1|A a:43 b:0 c:77 d:-7 e:42 f:0 g:34 h:36 i:2
1 1|A a:51 b:5 c:102 d:0 e:52 f:9 g:51 h:50 i:0
1 1|A a:37 b:0 c:95 d:-2 e:18 f:-10 g:58 h:77 i:18
4 4|A a:56 b:0 c:77 d:0 e:-10 f:5 g:21 h:87 i:66
1 1|A a:37 b:0 c:81 d:0 e:38 f:9 g:43 h:42 i:0
1 1|A a:58 b:0 c:88 d:5 e:56 f:0 g:30 h:31 i:2
1 1|A a:37 b:0 c:106 d:0 e:24 f:-2 g:69 h:83 i:14
1 1|A a:43 b:-2 c:81 d:0 e:42 f:-10 g:37 h:39 i:2
1 1|A a:42 b:4 c:86 d:0 e:42 f:0 g:43 h:44 i:2
1 1|A a:43 b:-1 c:83 d:0 e:42 f:-3 g:40 h:42 i:2
1 1|A a:43 b:1 c:102 d:0 e:42 f:0 g:60 h:61 i:2
1 1|A a:56 b:0 c:90 d:0 e:54 f:-16 g:34 h:35 i:2
1 1|A a:44 b:0 c:86 d:-2 e:42 f:-30 g:42 h:44 i:2
1 1|A a:43 b:0 c:86 d:2 e:42 f:-1 g:43 h:45 i:2
4 4|A a:55 b:0 c:77 d:-4 e:28 f:-12 g:21 h:48 i:28
1 1|A a:37 b:0 c:106 d:7 e:36 f:0 g:69 h:70 i:2
1 1|A a:64 b:0 c:113 d:0 e:62 f:-12 g:48 h:51 i:2
1 1|A a:44 b:3 c:81 d:0 e:42 f:-13 g:37 h:39 i:2
1 1|A a:37 b:0 c:79 d:-4 e:36 f:-5 g:41 h:43 i:2
1 1|A a:37 b:0 c:78 d:0 e:10 f:20 g:41 h:68 i:26
1 1|A a:45 b:0 c:86 d:6 e:44 f:-12 g:41 h:42 i:2
1 1|A a:41 b:0 c:83 d:0 e:42 f:9 g:41 h:41 i:0
1 1|A a:49 b:0 c:82 d:0 e:50 f:11 g:33 h:33 i:0
5 5|A a:76 b:2 c:81 d:1 e:-40 f:11 g:5 h:122 i:118
1 1|A a:53 b:0 c:86 d:1 e:52 f:-14 g:33 h:35 i:2
1 1|A a:37 b:0 c:76 d:-1 e:30 f:0 g:39 h:45 i:6
1 1|A a:55 b:4 c:86 d:0 e:54 f:0 g:30 h:32 i:2
1 1|A a:50 b:3 c:77 d:5 e:50 f:0 g:27 h:28 i:2
1 1|A a:37 b:-1 c:106 d:-3 e:36 f:-5 g:69 h:69 i:0
1 1|A a:41 b:0 c:83 d:0 e:42 f:10 g:41 h:41 i:0
1 1|A a:37 b:0 c:98 d:0 e:30 f:-13 g:61 h:67 i:6
1 1|A a:39 b:-3 c:78 d:6 e:38 f:0 g:39 h:39 i:0
1 1|A a:37 b:-2 c:75 d:0 e:36 f:-13 g:37 h:39 i:2
1 1|A a:37 b:0 c:77 d:0 e:-24 f:-3 g:41 h:103 i:62
4 4|A a:55 b:0 c:83 d:0 e:-30 f:-2 g:27 h:114 i:86
1 1|A a:43 b:0 c:81 d:0 e:42 f:-4 g:38 h:40 i:2
1 1|A a:49 b:3 c:102 d:0 e:50 f:2 g:53 h:53 i:0
1 1|A a:38 b:-3 c:77 d:6 e:38 f:0 g:39 h:38 i:0
1 1|A a:45 b:0 c:76 d:-1 e:44 f:-6 g:31 h:32 i:2
1 1|A a:37 b:-5 c:77 d:0 e:36 f:1 g:40 h:41 i:0
1 1|A a:46 b:2 c:83 d:0 e:46 f:10 g:37 h:37 i:0
1 1|A a:37 b:0 c:95 d:0 e:16 f:-7 g:58 h:79 i:22
1 1|A a:37 b:0 c:83 d:1 e:-2 f:0 g:46 h:85 i:40
1 1|A a:59 b:0 c:86 d:0 e:56 f:-5 g:27 h:29 i:2
1 1|A a:37 b:0 c:83 d:0 e:16 f:-24 g:47 h:68 i:22
1 1|A a:45 b:-1 c:79 d:0 e:46 f:9 g:34 h:33 i:0
1 1|A a:45 b:-1 c:88 d:0 e:44 f:-16 g:42 h:44 i:2
4 4|A a:55 b:2 c:72 d:-13 e:0 f:1 g:17 h:72 i:56
1 1|A a:38 b:0 c:107 d:0 e:38 f:5 g:69 h:68 i:0
1 1|A a:45 b:-4 c:79 d:0 e:44 f:-15 g:33 h:35 i:2
1 1|A a:44 b:-3 c:77 d:0 e:44 f:17 g:33 h:33 i:0
5 5|A a:81 b:0 c:84 d:0 e:-22 f:-13 g:4 h:108 i:104
1 1|A a:37 b:0 c:81 d:-1 e:36 f:0 g:44 h:45 i:0
1 1|A a:48 b:0 c:82 d:-1 e:46 f:-2 g:34 h:35 i:2
1 1|A a:41 b:0 c:80 d:2 e:42 f:0 g:39 h:39 i:0
1 1|A a:41 b:-4 c:77 d:0 e:42 f:0 g:36 h:36 i:0
1 1|A a:47 b:3 c:86 d:2 e:46 f:0 g:40 h:40 i:0
1 1|A a:37 b:0 c:78 d:0 e:18 f:-5 g:41 h:60 i:18
1 1|A a:41 b:0 c:79 d:4 e:42 f:5 g:38 h:38 i:0
1 1|A a:42 b:2 c:86 d:1 e:42 f:0 g:44 h:45 i:2
1 1|A a:62 b:0 c:109 d:2 e:60 f:0 g:47 h:49 i:2
1 1|A a:49 b:0 c:85 d:0 e:50 f:8 g:36 h:36 i:0
1 1|A a:64 b:1 c:113 d:3 e:62 f:0 g:49 h:51 i:2
1 1|A a:37 b:0 c:77 d:4 e:8 f:0 g:41 h:70 i:28
1 1|A a:37 b:0 c:77 d:-2 e:8 f:0 g:40 h:69 i:28
1 1|A a:48 b:0 c:84 d:8 e:46 f:0 g:36 h:37 i:2
1 1|A a:45 b:0 c:85 d:1 e:46 f:18 g:40 h:39 i:0
1 1|A a:47 b:0 c:86 d:-7 e:46 f:0 g:39 h:40 i:0
4 4|A a:56 b:5 c:96 d:0 e:50 f:1 g:40 h:47 i:8
1 1|A a:37 b:0 c:83 d:0 e:2 f:-23 g:46 h:80 i:34
1 1|A a:37 b:0 c:81 d:0 e:-2 f:13 g:44 h:84 i:40
1 1|A a:54 b:1 c:82 d:0 e:54 f:0 g:28 h:28 i:0
1 1|A a:43 b:1 c:76 d:0 e:42 f:0 g:33 h:34 i:2
4 4|A a:55 b:0 c:78 d:-1 e:8 f:1 g:23 h:70 i:48
1 1|A a:41 b:-1 c:81 d:0 e:42 f:15 g:41 h:40 i:0
5 5|A a:79 b:0 c:83 d:0 e:-30 f:38 g:4 h:114 i:110
1 1|A a:37 b:0 c:81 d:-4 e:20 f:1 g:44 h:61 i:16
1 1|A a:51 b:0 c:86 d:0 e:52 f:5 g:35 h:34 i:0
1 1|A a:56 b:0 c:95 d:0 e:56 f:4 g:39 h:39 i:0
1 1|A a:37 b:0 c:106 d:0 e:24 f:-13 g:68 h:82 i:14
1 1|A a:48 b:4 c:77 d:0 e:46 f:0 g:28 h:30 i:2
1 1|A a:45 b:-1 c:81 d:0 e:44 f:-17 g:36 h:37 i:2
1 1|A a:45 b:4 c:108 d:0 e:44 f:0 g:63 h:64 i:0
1 1|A a:41 b:-5 c:108 d:0 e:42 f:0 g:67 h:67 i:0
1 1|A a:37 b:0 c:76 d:0 e:34 f:19 g:39 h:43 i:4
1 1|A a:46 b:3 c:90 d:0 e:46 f:11 g:44 h:43 i:0
1 1|A a:54 b:0 c:88 d:-2 e:54 f:0 g:34 h:33 i:0
1 1|A a:37 b:-4 c:90 d:0 e:28 f:0 g:53 h:62 i:8
1 1|A a:43 b:0 c:85 d:1 e:42 f:0 g:42 h:44 i:2
1 1|A a:41 b:0 c:88 d:-3 e:38 f:-12 g:48 h:50 i:2
4 4|A a:55 b:-4 c:80 d:-2 e:20 f:-7 g:25 h:59 i:34
1 1|A a:42 b:-5 c:84 d:0 e:42 f:0 g:42 h:43 i:2
4 4|A a:55 b:0 c:92 d:0 e:-4 f:5 g:36 h:97 i:60
1 1|A a:51 b:4 c:85 d:0 e:50 f:-11 g:34 h:36 i:2
1 1|A a:37 b:0 c:78 d:0 e:-4 f:16 g:42 h:83 i:42
1 1|A a:38 b:-2 c:92 d:0 e:26 f:31 g:54 h:66 i:12
1 1|A a:41 b:0 c:79 d:-1 e:38 f:0 g:39 h:41 i:2
1 1|A a:45 b:0 c:88 d:0 e:44 f:-12 g:42 h:44 i:2
1 1|A a:55 b:4 c:77 d:0 e:54 f:0 g:22 h:23 i:0
1 1|A a:37 b:0 c:81 d:1 e:36 f:0 g:43 h:44 i:2
1 1|A a:45 b:-1 c:84 d:0 e:44 f:-5 g:38 h:40 i:2
1 1|A a:48 b:-1 c:84 d:-3 e:46 f:-5 g:36 h:38 i:2
5 5|A a:83 b:0 c:86 d:0 e:-2 f:21 g:3 h:89 i:86
1 1|A a:37 b:0 c:105 d:0 e:18 f:22 g:68 h:87 i:18
1 1|A a:44 b:0 c:86 d:-2 e:44 f:2 g:43 h:42 i:0
1 1|A a:51 b:-5 c:77 d:0 e:52 f:0 g:26 h:25 i:0
1 1|A a:37 b:0 c:83 d:0 e:8 f:21 g:46 h:75 i:30
1 1|A a:55 b:4 c:89 d:0 e:54 f:0 g:34 h:35 i:0
1 1|A a:41 b:0 c:83 d:4 e:38 f:-7 g:42 h:44 i:2
1 1|A a:37 b:0 c:95 d:0 e:10 f:14 g:58 h:84 i:26
1 1|A a:37 b:0 c:80 d:0 e:12 f:11 g:43 h:67 i:24
1 1|A a:42 b:0 c:81 d:4 e:42 f:0 g:39 h:39 i:0
1 1|A a:37 b:0 c:104 d:0 e:26 f:-25 g:66 h:78 i:12
1 1|A a:39 b:1 c:86 d:7 e:38 f:0 g:46 h:47 i:0
1 1|A a:52 b:-2 c:83 d:0 e:52 f:0 g:32 h:32 i:0
1 1|A a:42 b:0 c:86 d:-1 e:42 f:0 g:44 h:45 i:2
1 1|A a:37 b:0 c:81 d:0 e:12 f:-1 g:44 h:68 i:24
4 4|A a:56 b:1 c:98 d:0 e:44 f:-1 g:42 h:54 i:12
1 1|A a:37 b:0 c:105 d:5 e:18 f:0 g:68 h:87 i:18
1 1|A a:44 b:-1 c:79 d:0 e:42 f:-30 g:36 h:38 i:2
1 1|A a:55 b:0 c:83 d:0 e:54 f:-1 g:28 h:29 i:2
1 1|A a:37 b:0 c:77 d:0 e:38 f:4 g:39 h:38 i:0
4 4|A a:55 b:0 c:79 d:0 e:16 f:-18 g:23 h:63 i:40
1 1|A a:37 b:0 c:107 d:1 e:30 f:0 g:70 h:76 i:6
